时戳	批号	经度	维度	深度	航向
20251010192114400	1010	130.1746379365083	28.1379831840426	50	236
20251010192144400	1010	130.1729100795503	28.136953707429	50	234
20251010192214400	1010	130.1707063211711	28.1355378976204	41	236
20251010192244400	1010	130.1687618800322	28.1343614943677	34	243
20251010192314400	1010	130.166319026836	28.133280296402	34	244
20251010192344400	1010	130.1643403047871	28.132433431833	38	243
20251010192414400	1010	130.1625694378304	28.1316338500823	30	228
20251010192444400	1010	130.161075032946	28.1304580091315	34	215
20251010192514400	1010	130.1596663595998	28.1286516470067	26	226
20251010192544400	1010	130.1578697813149	28.1271283125976	18	228
20251010192614400	1010	130.156167086351	28.1257796341401	10	229
20251010192644400	1010	130.1545517175102	28.1245440051444	10	247
20251010192714400	1010	130.1520551487001	28.1236026101144	10	235
20251010192744400	1010	130.1501040890925	28.1223939337935	12	235
20251010192814400	1010	130.1483605653151	28.1213006678591	16	230
20251010192844400	1010	130.1464413985633	28.1198622080772	20	230
20251010192914400	1010	130.1447489963994	28.1186168357304	24	217
20251010192944400	1010	130.1435370224823	28.1171935934035	28	215
20251010193014400	1010	130.1423794959227	28.1157509744955	20	226
20251010193044400	1010	130.1409436703112	28.1145267930147	24	215
20251010193114400	1010	130.1394904750685	28.1127224190022	30	206
20251010193144400	1010	130.1385070445282	28.1109375630803	28	213
20251010193214400	1010	130.1372676872263	28.1092610356579	20	206
20251010193244400	1010	130.136265119573	28.1074588561719	17	200
20251010193314400	1010	130.1354847662208	28.1055279474583	10	203
20251010193344400	1010	130.1345857870865	28.1036731503586	10	200
20251010193414400	1010	130.1337920914047	28.1017921518518	10	199
20251010193444400	1010	130.1331356534935	28.10012645492	15	199
20251010193514400	1010	130.1322457315952	28.0978999115215	23	201
20251010193544400	1010	130.1314404522557	28.096014521162	28	200
20251010193614400	1010	130.1305379407022	28.093807592199	21	205
20251010193644400	1010	130.1295359235774	28.0918688443399	14	194
20251010193714400	1010	130.1288908818703	28.0895465769978	23	187
20251010193744400	1010	130.1285954537918	28.0875343382298	27	196
20251010193814400	1010	130.1279939799214	28.0856906609318	20	206
20251010193844400	1010	130.1268893302734	28.0836846277227	21	196
20251010193914400	1010	130.1262359886754	28.081672127381	26	198
20251010193944400	1010	130.1255195571583	28.0796976811171	31	206
20251010194014400	1010	130.1246309747264	28.0780593568641	25	219
20251010194044400	1010	130.1233448597533	28.0766607181138	24	210
20251010194114400	1010	130.1223283714727	28.0751103993628	18	225
20251010194144400	1010	130.1204860522308	28.0734601856785	23	236
20251010194214400	1010	130.1183344079581	28.0721658232826	23	219
20251010194244400	1010	130.116787773949	28.0704514306684	28	217
20251010194314400	1010	130.1153232803865	28.068756673314	23	221
20251010194344400	1010	130.1139658115821	28.0674014285441	14	236
20251010194414400	1010	130.1121076771017	28.0662963153982	14	248
20251010194444400	1010	130.1102033616384	28.0656208663283	13	248
20251010194514400	1010	130.1081400406113	28.0648960796036	10	261
20251010194544400	1010	130.1061396638597	28.0646200518153	18	262
20251010194614400	1010	130.1039509226025	28.0643635045261	23	273
20251010194644400	1010	130.1012431836591	28.0645075347804	23	273
20251010194714400	1010	130.0988910885134	28.0646262597037	19	261
20251010194744400	1010	130.0966154375414	28.0643124238579	24	268
20251010194814400	1010	130.0938705245871	28.0642396879825	17	261
20251010194844400	1010	130.0918509523829	28.0639521232502	16	275
20251010194914400	1010	130.0897293582202	28.064132004866	13	274
20251010194944400	1010	130.087406369248	28.0642801663159	10	276
20251010195014400	1010	130.0854208775128	28.0644643410075	10	276
20251010195044400	1010	130.0831949261046	28.0646576383417	10	273
20251010195114400	1010	130.0809242308594	28.0647796706084	14	249
20251010195144400	1010	130.0785597680171	28.0639612090883	14	248
20251010195214400	1010	130.0762964522783	28.0631721940307	19	243
20251010195244400	1010	130.0744606179444	28.0623448347088	21	244
20251010195314400	1010	130.0725721901377	28.0615362006232	20	254
20251010195344400	1010	130.0704882088866	28.0609938468909	21	253
20251010195414400	1010	130.0681303515096	28.0603584782113	25	230
20251010195444400	1010	130.066097716019	28.0588466358677	29	229
20251010195514400	1010	130.0641675708274	28.0573895917598	33	207
20251010195544400	1010	130.0631139990865	28.0555935322887	37	208
20251010195614400	1010	130.0619797633703	28.0536775980028	38	194
20251010195644400	1010	130.0613505979209	28.0514072309415	42	179
20251010195714400	1010	130.061372393938	28.0495914948779	43	160
20251010195744400	1010	130.0620861401443	28.0478538577737	42	142
20251010195814400	1010	130.0635385579778	28.0462382023503	43	124
20251010195844400	1010	130.0655301682658	28.0450555633129	48	109
20251010195914400	1010	130.067563779632	28.0444370242334	50	94
20251010195944400	1010	130.070108755544	28.0442670495646	52	100
20251010200014400	1010	130.0723842861543	28.0439208934046	52	86
20251010200044400	1010	130.0749933140557	28.0440823412523	56	79
20251010200114400	1010	130.0773093635502	28.0444724863403	60	78
20251010200144400	1010	130.079538149681	28.0448875074803	64	67
20251010200214400	1010	130.0820143846531	28.0458306860653	73	56
20251010200244400	1010	130.084123351046	28.0470742031017	73	50
