时戳	批号	经度	维度	深度	航向
20251010194544400	1010	130.2527579053144	28.2395762994462	152	311
20251010194614400	1010	130.249188754869	28.2423059194295	118	339
20251010194644400	1010	130.248498351105	28.2439028939897	100	37
20251010194714400	1010	130.2499458210297	28.2455774971673	73	73
20251010194744400	1010	130.2525832999208	28.2462726697357	102	111
20251010194814400	1010	130.2543845269297	28.2456554710948	56	78
20251010194844400	1010	130.2581916745447	28.2463687669848	98	120
20251010194914400	1010	130.2588770985073	28.2460266806352	100	134
20251010194944400	1010	130.2598056524667	28.2452425934245	92	139
20251010195014400	1010	130.2604513652366	28.2445813614631	82	235
20251010195044400	1010	130.2585178953826	28.2434032470164	53	210
20251010195114400	1010	130.2563933787941	28.2402021677532	64	121
20251010195144400	1010	130.2582932467349	28.2392119947683	57	87
20251010195214400	1010	130.2603028447766	28.2393095757953	58	64
20251010195244400	1010	130.2622172295315	28.240133958775	55	50
20251010195314400	1010	130.2638723600146	28.2413431859641	37	55
20251010195344400	1010	130.265534592832	28.2423775228608	32	48
20251010195414400	1010	130.2672550055769	28.2437374526061	25	44
20251010195444400	1010	130.2686739105744	28.2450402560135	17	38
20251010195514400	1010	130.2699298993552	28.2464679657402	16	38
20251010195544400	1010	130.2708960129083	28.2475438884089	16	41
20251010195614400	1010	130.2722798922507	28.2489563326449	14	45
20251010195644400	1010	130.2737750273371	28.2502740410621	10	41
20251010195714400	1010	130.2751555165061	28.2516868891436	10	41
20251010195744400	1010	130.276164606665	28.2527080501704	10	46
20251010195814400	1010	130.2777544592119	28.2540700794798	10	38
20251010195844400	1010	130.2790760795138	28.2555347239208	10	31
20251010195914400	1010	130.2800492784113	28.2569879096001	10	30
20251010195944400	1010	130.2806566337781	28.2579172582032	10	28
20251010200014400	1010	130.2816907068755	28.2595992566362	10	39
20251010200044400	1010	130.2827304278932	28.2607135117221	10	44
20251010200114400	1010	130.2843731762617	28.2622005163508	10	41
20251010200144400	1010	130.2856492016219	28.2634911162125	10	46
20251010200214400	1010	130.2870732101468	28.2647097227012	10	48
20251010200244400	1010	130.2883532501609	28.2657388893123	10	42
