时戳	批号	经度	维度	深度	航向
20251010195514400	1050	130.3854671659872	28.1910215701511	71	104
20251010195544400	1050	130.3887724656385	28.1902668492191	73	105
20251010195614400	1050	130.3892511317986	28.1918735740522	26	15
20251010195644400	1050	130.3899583805845	28.193546450375	27	20
20251010195714400	1050	130.3937889271092	28.1926508600836	65	105
20251010195744400	1050	130.3977130074076	28.1917744927447	73	104
20251010195814400	1050	130.4012405446555	28.1909286498507	70	105
20251010195844400	1050	130.4016459207345	28.1922388837902	30	15
20251010195914400	1050	130.4021269742824	28.1937261443782	28	16
20251010195944400	1050	130.4025158432164	28.1950614291506	29	14
20251010200014400	1050	130.4030703099145	28.1967990510274	28	16
20251010200044400	1050	130.4066192656174	28.1959867447505	65	105
20251010200114400	1050	130.4105592528804	28.1950418607988	76	105
20251010200144400	1050	130.4139200380698	28.1942899771853	65	104
20251010200214400	1050	130.4143669748499	28.1958414694799	34	14
20251010200244400	1050	130.4148490356084	28.1973403657419	27	16
